Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group C,some high school,standard,completed,78,82,85
female,group B,some college,standard,none,92,91,94
female,group B,some high school,free/reduced,completed,45,56,57
male,group C,bachelor's degree,free/reduced,completed,62,66,64
female,group B,associate's degree,free/reduced,none,57,71,67
female,group C,high school,standard,none,80,92,87
male,group D,some high school,standard,completed,66,73,72
female,group C,high school,free/reduced,none,61,72,71
male,group C,master's degree,standard,none,53,61,51
female,group D,some high school,standard,none,70,73,71
female,group D,associate's degree,standard,completed,97,100,100
female,group D,some college,free/reduced,none,65,61,58
male,group C,associate's degree,standard,none,62,53,50
female,group C,master's degree,standard,completed,80,96,100
male,group A,high school,standard,none,61,64,60
male,group B,some college,standard,none,72,76,72
male,group B,some college,standard,completed,53,56,56
male,group C,master's degree,standard,none,72,62,58
male,group A,bachelor's degree,standard,completed,68,75,75
male,group C,associate's degree,standard,none,53,35,38
female,group B,some college,standard,completed,47,50,52
male,group C,bachelor's degree,free/reduced,completed,55,59,55
female,group C,associate's degree,free/reduced,completed,59,64,63
male,group C,some college,standard,completed,62,59,60
male,group B,some high school,free/reduced,none,64,70,66
male,group D,associate's degree,standard,none,65,75,71
male,group C,some college,standard,none,87,77,83
female,group B,associate's degree,standard,none,50,59,60
female,group B,some high school,standard,none,65,79,74
female,group C,high school,standard,completed,76,84,83
female,group B,associate's degree,free/reduced,completed,19,36,32
male,group B,high school,free/reduced,none,49,56,48
male,group C,some high school,free/reduced,completed,74,87,78
female,group D,some high school,standard,none,65,59,64
male,group D,associate's degree,standard,none,90,81,86
male,group C,associate's degree,standard,completed,72,68,66
male,group B,associate's degree,free/reduced,none,60,60,56
male,group D,associate's degree,free/reduced,completed,74,71,70
male,group C,some college,free/reduced,none,65,64,61
male,group D,bachelor's degree,free/reduced,none,71,81,76
female,group A,bachelor's degree,standard,none,94,100,96
male,group B,some college,standard,none,28,29,20
male,group D,some college,standard,completed,93,83,90
male,group B,some college,standard,none,60,55,51
male,group B,associate's degree,standard,none,71,48,46
male,group B,high school,free/reduced,none,71,70,66
male,group C,some high school,standard,completed,80,80,76
male,group C,some college,free/reduced,none,62,52,52
female,group C,some college,standard,completed,67,75,82
female,group C,associate's degree,standard,completed,85,100,99
male,group A,some high school,free/reduced,completed,67,65,69
male,group D,high school,standard,completed,82,75,81
female,group C,associate's degree,free/reduced,none,69,79,81
female,group D,some high school,standard,completed,95,100,100
female,group D,bachelor's degree,standard,none,57,72,71
male,group C,high school,free/reduced,none,57,56,51
male,group C,some high school,free/reduced,none,51,51,44
female,group C,associate's degree,standard,none,79,85,90
male,group C,some college,standard,completed,76,73,79
female,group C,high school,standard,none,84,79,81
female,group C,high school,free/reduced,completed,65,77,73
male,group A,high school,free/reduced,none,25,25,23
female,group A,master's degree,free/reduced,none,47,71,69
male,group D,some high school,standard,none,61,56,55
male,group D,associate's degree,free/reduced,none,45,51,46
male,group C,associate's degree,standard,none,59,53,58
female,group C,high school,standard,completed,79,89,83
female,group B,some high school,free/reduced,none,46,65,62
female,group E,master's degree,standard,completed,68,77,81
male,group D,some college,standard,none,91,82,86
female,group D,master's degree,free/reduced,none,82,90,86
male,group D,bachelor's degree,standard,completed,66,70,69
female,group C,some high school,free/reduced,none,66,79,75
female,group B,some college,free/reduced,none,62,75,68
male,group C,associate's degree,standard,none,51,48,42
female,group B,some high school,standard,completed,53,75,74
female,group D,associate's degree,free/reduced,completed,53,69,68
female,group C,some college,standard,none,65,80,80
male,group D,high school,standard,completed,70,70,69
male,group B,associate's degree,standard,none,72,65,60
male,group D,some college,free/reduced,none,65,76,69
male,group D,some college,free/reduced,none,83,79,73
male,group E,some high school,standard,completed,100,96,100
female,group B,bachelor's degree,free/reduced,none,62,79,73
male,group D,bachelor's degree,free/reduced,none,38,41,36
male,group C,some high school,standard,completed,63,56,61
female,group D,high school,standard,none,61,78,74
female,group B,some high school,standard,none,75,90,87
male,group C,associate's degree,standard,none,61,60,56
female,group B,bachelor's degree,free/reduced,none,65,83,77
female,group C,some college,standard,none,64,68,60
male,group E,associate's degree,standard,completed,56,64,63
male,group E,associate's degree,free/reduced,none,78,69,63
male,group E,some high school,free/reduced,none,41,33,27
female,group C,high school,standard,completed,76,94,92
male,group C,high school,standard,none,71,73,68
male,group C,high school,standard,completed,56,61,59
male,group B,associate's degree,free/reduced,completed,57,69,65
female,group E,some college,standard,none,78,86,83
male,group E,bachelor's degree,standard,completed,100,85,91
male,group A,high school,standard,none,78,70,70
female,group C,bachelor's degree,standard,none,68,77,73
male,group D,some high school,standard,completed,62,46,48
male,group B,some high school,standard,none,72,64,61
male,group E,associate's degree,standard,none,69,63,63
female,group C,some high school,standard,none,64,78,74
female,group E,some high school,standard,none,72,74,72
female,group A,some college,standard,completed,82,94,95
male,group A,high school,standard,completed,70,72,67
female,group C,associate's degree,free/reduced,completed,57,69,69
male,group C,associate's degree,free/reduced,none,79,83,73
female,group E,some college,free/reduced,none,87,84,85
male,group C,high school,free/reduced,completed,58,64,57
female,group C,associate's degree,free/reduced,none,43,64,64
female,group D,high school,free/reduced,none,58,74,61
female,group E,bachelor's degree,standard,none,82,88,93
male,group C,some college,standard,none,64,59,60
female,group C,associate's degree,standard,completed,73,87,92
female,group C,high school,free/reduced,none,33,49,46
male,group D,some high school,free/reduced,none,58,62,56
male,group D,some high school,standard,completed,69,65,65
male,group D,some college,standard,none,80,69,67
male,group D,some college,free/reduced,completed,63,65,71
female,group E,some college,standard,completed,74,80,81
male,group D,high school,standard,none,82,79,76
male,group A,associate's degree,standard,none,71,51,52
female,group E,high school,standard,none,70,69,61
female,group C,some college,standard,completed,76,81,86
male,group D,associate's degree,free/reduced,none,55,50,51
female,group E,master's degree,free/reduced,none,90,88,94
female,group E,some high school,free/reduced,none,50,53,50
female,group E,associate's degree,free/reduced,completed,67,78,74
female,group B,some high school,standard,none,47,52,52
female,group B,some college,free/reduced,none,58,72,69
male,group D,some high school,free/reduced,none,64,70,67
male,group D,some college,standard,none,79,74,77
female,group E,master's degree,standard,completed,92,86,93
female,group B,some college,standard,none,68,83,82
female,group E,some high school,standard,completed,73,84,80
female,group C,some college,standard,none,71,77,80
male,group E,master's degree,free/reduced,none,67,57,55
male,group B,some high school,free/reduced,none,54,44,36
female,group D,high school,free/reduced,none,61,83,82
male,group E,high school,standard,none,69,64,57
male,group D,some high school,free/reduced,none,64,67,67
female,group B,bachelor's degree,free/reduced,completed,41,53,62
male,group E,some college,standard,none,100,91,90
female,group C,associate's degree,standard,completed,82,90,92
female,group C,master's degree,standard,none,66,83,74
male,group C,some college,standard,none,66,46,49
female,group B,some college,standard,none,58,61,60
male,group B,high school,standard,none,96,79,83
female,group C,some high school,standard,completed,57,64,64
female,group C,some high school,free/reduced,completed,69,83,82
male,group E,some high school,free/reduced,none,63,66,52
male,group E,bachelor's degree,standard,completed,84,69,75
female,group D,high school,free/reduced,none,57,66,59
male,group C,high school,standard,none,55,53,52
female,group C,some college,standard,completed,81,86,96
male,group C,high school,free/reduced,completed,81,72,73
female,group E,some college,standard,none,72,70,69
female,group B,master's degree,standard,none,87,99,100
female,group B,some high school,standard,none,46,58,55
male,group C,master's degree,free/reduced,completed,77,84,83
female,group D,some college,free/reduced,none,64,75,82
male,group C,some college,standard,none,69,79,74
female,group D,associate's degree,standard,none,54,70,67
male,group C,some high school,free/reduced,completed,25,19,19
female,group C,high school,standard,completed,63,66,66
female,group D,some college,standard,none,70,78,85
female,group D,high school,free/reduced,completed,60,70,73
